BGT_CODRD,BGT_SECTION,BGT_NATURE_LABEL,BGT_CONTNAT,BGT_FONCTION,BGT_SIRET,BGT_COUT,BGT_OP_INVEST,BGT_OP_CPT_TIERS,BGT_OP_PLURI,BGT_NOM,BGT_MTREAL,last_modified,datagouv_resource_id,BGT_NATDEC,BGT_ANNEE,BGT_CONTNAT_LABEL,BGT_NATURE,BGT_FONCTION_LABEL,BGT_OPERATION,BGT_OPBUDG,BGT_MTBUDGPREC,BGT_MTRARPREC,BGT_MTPROPNOUV,BGT_MTPREV,BGT_CREDOUV,BGT_MTRAR3112,BGT_ARTSPE
recette,investissement,040 - Opérat° ordre transfert entre sections,281571,01000,20005270200012,01,301,null,null,FINANCES,35000,2021-02-18T15:12:10.446000,64f9c99c-db8d-4157-993e-5e317f9bf37b,null,null,null,null,null,null,null,null,null,null,null,null,null,null
recette,investissement,040 - Opérat° ordre transfert entre sections,281568,01000,20005270200012,01,301,null,null,FINANCES,6000,2021-02-18T15:12:10.446000,64f9c99c-db8d-4157-993e-5e317f9bf37b,null,null,null,null,null,null,null,null,null,null,null,null,null,null
recette,investissement,040 - Opérat° ordre transfert entre sections,281561,01000,20005270200012,01,301,null,null,FINANCES,8000,2021-02-18T15:12:10.446000,64f9c99c-db8d-4157-993e-5e317f9bf37b,null,null,null,null,null,null,null,null,null,null,null,null,null,null
recette,investissement,040 - Opérat° ordre transfert entre sections,281538,01000,20005270200012,01,301,null,null,FINANCES,25000,2021-02-18T15:12:10.446000,64f9c99c-db8d-4157-993e-5e317f9bf37b,null,null,null,null,null,null,null,null,null,null,null,null,null,null
dépense,investissement,21 - Immobilisations corporelles,2184,95000,20005270200012,9530,5-7-666,null,5-7,EQUIPEMENT,1000,2021-02-18T15:12:10.446000,64f9c99c-db8d-4157-993e-5e317f9bf37b,null,null,null,null,null,null,null,null,null,null,null,null,null,null
dépense,investissement,21 - Immobilisations corporelles,2184,30000,20005270200012,3307,9-2-621,null,9-2,SPORTIVE,5140,2021-02-18T15:12:10.446000,64f9c99c-db8d-4157-993e-5e317f9bf37b,null,null,null,null,null,null,null,null,null,null,null,null,null,null
dépense,investissement,040 - Opérat° ordre transfert entre sections,13911,01000,20005270200012,01,301,null,null,FINANCES,95478.55,2021-02-18T15:12:10.446000,64f9c99c-db8d-4157-993e-5e317f9bf37b,null,null,null,null,null,null,null,null,null,null,null,null,null,null
dépense,investissement,20 - Immobilisations incorporelles,2051,02000,20005270200012,0200,11-3-175,null,11-3,FINANCES,800,2021-02-18T15:12:10.446000,64f9c99c-db8d-4157-993e-5e317f9bf37b,null,null,null,null,null,null,null,null,null,null,null,null,null,null
dépense,investissement,20 - Immobilisations incorporelles,2051,02300,20005270200012,0234,10-1-623,null,10-1,COMMUNICAT,10000,2021-02-18T15:12:10.446000,64f9c99c-db8d-4157-993e-5e317f9bf37b,null,null,null,null,null,null,null,null,null,null,null,null,null,null
dépense,investissement,20 - Immobilisations incorporelles,2051,02300,20005270200012,0232,10-1-622,null,10-1,COMMUNICAT,4000,2021-02-18T15:12:10.446000,64f9c99c-db8d-4157-993e-5e317f9bf37b,null,null,null,null,null,null,null,null,null,null,null,null,null,null
dépense,investissement,20 - Immobilisations incorporelles,2051,02020,20005270200012,0202,11-4-625,null,11-4,FINANCES,13600,2021-02-18T15:12:10.446000,64f9c99c-db8d-4157-993e-5e317f9bf37b,null,null,null,null,null,null,null,null,null,null,null,null,null,null
dépense,investissement,20 - Immobilisations incorporelles,2051,02020,20005270200012,0202,11-4-625,null,11-4,FINANCES,2000,2021-02-18T15:12:10.446000,64f9c99c-db8d-4157-993e-5e317f9bf37b,null,null,null,null,null,null,null,null,null,null,null,null,null,null
dépense,investissement,20 - Immobilisations incorporelles,2051,02020,20005270200012,0202,11-4-625,null,11-4,FINANCES,5000,2021-02-18T15:12:10.446000,64f9c99c-db8d-4157-993e-5e317f9bf37b,null,null,null,null,null,null,null,null,null,null,null,null,null,null
dépense,investissement,20 - Immobilisations incorporelles,2051,02020,20005270200012,0202,11-4-625,null,11-4,FINANCES,13000,2021-02-18T15:12:10.446000,64f9c99c-db8d-4157-993e-5e317f9bf37b,null,null,null,null,null,null,null,null,null,null,null,null,null,null
dépense,investissement,20 - Immobilisations incorporelles,2051,02000,20005270200012,0200,11-3-175,null,11-3,FINANCES,1420,2021-02-18T15:12:10.446000,64f9c99c-db8d-4157-993e-5e317f9bf37b,null,null,null,null,null,null,null,null,null,null,null,null,null,null
dépense,investissement,20 - Immobilisations incorporelles,2051,02000,20005270200012,0200,11-3-175,null,11-3,FINANCES,660,2021-02-18T15:12:10.446000,64f9c99c-db8d-4157-993e-5e317f9bf37b,null,null,null,null,null,null,null,null,null,null,null,null,null,null
dépense,investissement,20 - Immobilisations incorporelles,2051,02000,20005270200012,0200,11-3-175,null,11-3,FINANCES,6800,2021-02-18T15:12:10.446000,64f9c99c-db8d-4157-993e-5e317f9bf37b,null,null,null,null,null,null,null,null,null,null,null,null,null,null
dépense,investissement,21 - Immobilisations corporelles,2184,02096,20005270200012,020961,4-7-697,null,4-7,PATRIMOINE,5000,2021-02-18T15:12:10.446000,64f9c99c-db8d-4157-993e-5e317f9bf37b,null,null,null,null,null,null,null,null,null,null,null,null,null,null
dépense,investissement,20 - Immobilisations incorporelles,2031,83100,20005270200012,8310,6-1-615,null,6-1,ENVIRONNEM,5000,2021-02-18T15:12:10.446000,64f9c99c-db8d-4157-993e-5e317f9bf37b,null,null,null,null,null,null,null,null,null,null,null,null,null,null
dépense,investissement,20 - Immobilisations incorporelles,2031,83000,20005270200012,8330,6-1-659,null,6-1,ENVIRONNEM,0,2021-02-18T15:12:10.446000,64f9c99c-db8d-4157-993e-5e317f9bf37b,null,null,null,null,null,null,null,null,null,null,null,null,null,null
dépense,investissement,20 - Immobilisations incorporelles,2031,82200,20005270200012,8222,3-3-636,null,3-3,VOIRIEEV,40000,2021-02-18T15:12:10.446000,64f9c99c-db8d-4157-993e-5e317f9bf37b,null,null,null,null,null,null,null,null,null,null,null,null,null,null
dépense,investissement,20 - Immobilisations incorporelles,2031,81700,20005270200012,817,3-5-171,null,3-5,VOIRIEEV,10000,2021-02-18T15:12:10.446000,64f9c99c-db8d-4157-993e-5e317f9bf37b,null,null,null,null,null,null,null,null,null,null,null,null,null,null
dépense,investissement,20 - Immobilisations incorporelles,2031,81400,20005270200012,814,3-4-105,null,3-4,VOIRIEEV,24000,2021-02-18T15:12:10.446000,64f9c99c-db8d-4157-993e-5e317f9bf37b,null,null,null,null,null,null,null,null,null,null,null,null,null,null
dépense,investissement,20 - Immobilisations incorporelles,2031,81000,20005270200012,810,8-1-201,null,8-1,TERRITOIRE,30000,2021-02-18T15:12:10.446000,64f9c99c-db8d-4157-993e-5e317f9bf37b,null,null,null,null,null,null,null,null,null,null,null,null,null,null
dépense,investissement,20 - Immobilisations incorporelles,2031,40000,20005270200012,4115,9-1-40,null,9-1,SPORTIVE,10000,2021-02-18T15:12:10.446000,64f9c99c-db8d-4157-993e-5e317f9bf37b,null,null,null,null,null,null,null,null,null,null,null,null,null,null
dépense,investissement,20 - Immobilisations incorporelles,2031,02090,20005270200012,02090,4-4-681,null,4-4,PATRIMOINE,45000,2021-02-18T15:12:10.446000,64f9c99c-db8d-4157-993e-5e317f9bf37b,null,null,null,null,null,null,null,null,null,null,null,null,null,null
dépense,investissement,20 - Immobilisations incorporelles,2088,11200,20005270200012,1121,3-1-177,null,3-1,VOIRIEEV,34000,2021-02-18T15:12:10.446000,64f9c99c-db8d-4157-993e-5e317f9bf37b,null,null,null,null,null,null,null,null,null,null,null,null,null,null
dépense,investissement,20 - Immobilisations incorporelles,2088,33100,20005270200012,331,5-1-627,null,5-1,TOURISME,29000,2021-02-18T15:12:10.446000,64f9c99c-db8d-4157-993e-5e317f9bf37b,null,null,null,null,null,null,null,null,null,null,null,null,null,null
dépense,investissement,204 - Subventions d'équipement versées,2041582,81400,20005270200012,814,3-1-206,null,3-1,VOIRIEEV,15000,2021-02-18T15:12:10.446000,64f9c99c-db8d-4157-993e-5e317f9bf37b,null,null,null,null,null,null,null,null,null,null,null,null,null,null
dépense,investissement,204 - Subventions d'équipement versées,2041582,81400,20005270200012,814,3-1-207,null,3-1,VOIRIEEV,118000,2021-02-18T15:12:10.446000,64f9c99c-db8d-4157-993e-5e317f9bf37b,null,null,null,null,null,null,null,null,null,null,null,null,null,null
dépense,investissement,21 - Immobilisations corporelles,2128,83000,20005270200012,8330,6-1-170,null,6-1,ENVIRONNEM,137000,2021-02-18T15:12:10.446000,64f9c99c-db8d-4157-993e-5e317f9bf37b,null,null,null,null,null,null,null,null,null,null,null,null,null,null
dépense,investissement,21 - Immobilisations corporelles,2128,82300,20005270200012,8230,3-4-643,null,3-4,VOIRIEEV,17000,2021-02-18T15:12:10.446000,64f9c99c-db8d-4157-993e-5e317f9bf37b,null,null,null,null,null,null,null,null,null,null,null,null,null,null
dépense,investissement,21 - Immobilisations corporelles,2128,82200,20005270200012,8220,3-7-649,null,3-7,VOIRIEEV,22050,2021-02-18T15:12:10.446000,64f9c99c-db8d-4157-993e-5e317f9bf37b,null,null,null,null,null,null,null,null,null,null,null,null,null,null
dépense,investissement,21 - Immobilisations corporelles,2128,81000,20005270200012,824,8-1-655,null,8-1,TERRITOIRE,5400,2021-02-18T15:12:10.446000,64f9c99c-db8d-4157-993e-5e317f9bf37b,null,null,null,null,null,null,null,null,null,null,null,null,null,null
dépense,investissement,21 - Immobilisations corporelles,2128,40000,20005270200012,4140,9-1-654,null,9-1,SPORTIVE,5000,2021-02-18T15:12:10.446000,64f9c99c-db8d-4157-993e-5e317f9bf37b,null,null,null,null,null,null,null,null,null,null,null,null,null,null
dépense,investissement,21 - Immobilisations corporelles,2128,40000,20005270200012,4140,9-1-609,null,9-1,SPORTIVE,1000,2021-02-18T15:12:10.446000,64f9c99c-db8d-4157-993e-5e317f9bf37b,null,null,null,null,null,null,null,null,null,null,null,null,null,null
dépense,investissement,21 - Immobilisations corporelles,2128,40000,20005270200012,413,5-5-664,null,5-5,EQUIPEMENT,3000,2021-02-18T15:12:10.446000,64f9c99c-db8d-4157-993e-5e317f9bf37b,null,null,null,null,null,null,null,null,null,null,null,null,null,null
dépense,investissement,21 - Immobilisations corporelles,2128,40000,20005270200012,4120,2-3-109,null,2-3,ENFANCE,55000,2021-02-18T15:12:10.446000,64f9c99c-db8d-4157-993e-5e317f9bf37b,null,null,null,null,null,null,null,null,null,null,null,null,null,null
dépense,investissement,21 - Immobilisations corporelles,2128,40000,20005270200012,4115,9-1-40,null,9-1,SPORTIVE,16000,2021-02-18T15:12:10.446000,64f9c99c-db8d-4157-993e-5e317f9bf37b,null,null,null,null,null,null,null,null,null,null,null,null,null,null
dépense,investissement,21 - Immobilisations corporelles,2128,02011,20005270200012,02010,12-1-638,null,12-1,PROXIMITE,60000,2021-02-18T15:12:10.446000,64f9c99c-db8d-4157-993e-5e317f9bf37b,null,null,null,null,null,null,null,null,null,null,null,null,null,null
dépense,investissement,21 - Immobilisations corporelles,2115,81000,20005270200012,824,7-2-657,null,7-2,ECONOMIE,50000,2021-02-18T15:12:10.446000,64f9c99c-db8d-4157-993e-5e317f9bf37b,null,null,null,null,null,null,null,null,null,null,null,null,null,null
dépense,investissement,21 - Immobilisations corporelles,2115,02093,20005270200012,020917,4-5-686,null,4-5,PATRIMOINE,5000,2021-02-18T15:12:10.446000,64f9c99c-db8d-4157-993e-5e317f9bf37b,null,null,null,null,null,null,null,null,null,null,null,null,null,null
dépense,investissement,21 - Immobilisations corporelles,2111,81000,20005270200012,824,8-2-183,null,8-2,TERRITOIRE,74070,2021-02-18T15:12:10.446000,64f9c99c-db8d-4157-993e-5e317f9bf37b,null,null,null,null,null,null,null,null,null,null,null,null,null,null
dépense,investissement,204 - Subventions d'équipement versées,20422,61000,20005270200012,6121,1-1-33,null,1-1,SOCIAL,85000,2021-02-18T15:12:10.446000,64f9c99c-db8d-4157-993e-5e317f9bf37b,null,null,null,null,null,null,null,null,null,null,null,null,null,null
dépense,investissement,204 - Subventions d'équipement versées,204172,81000,20005270200012,824,8-1-195,null,8-1,TERRITOIRE,55000,2021-02-18T15:12:10.446000,64f9c99c-db8d-4157-993e-5e317f9bf37b,null,null,null,null,null,null,null,null,null,null,null,null,null,null
dépense,investissement,204 - Subventions d'équipement versées,2041582,81400,20005270200012,814,3-4-105,null,3-4,VOIRIEEV,20000,2021-02-18T15:12:10.446000,64f9c99c-db8d-4157-993e-5e317f9bf37b,null,null,null,null,null,null,null,null,null,null,null,null,null,null
dépense,investissement,204 - Subventions d'équipement versées,2041582,81400,20005270200012,814,3-2-130,null,3-2,VOIRIEEV,10000,2021-02-18T15:12:10.446000,64f9c99c-db8d-4157-993e-5e317f9bf37b,null,null,null,null,null,null,null,null,null,null,null,null,null,null
dépense,investissement,20 - Immobilisations incorporelles,202,81000,20005270200012,824,8-1-201,null,8-1,TERRITOIRE,40000,2021-02-18T15:12:10.446000,64f9c99c-db8d-4157-993e-5e317f9bf37b,null,null,null,null,null,null,null,null,null,null,null,null,null,null
dépense,investissement,16 - Emprunts et dettes assimilées,16878,42100,20005270200012,4221,301,null,null,FINANCES,5000,2021-02-18T15:12:10.446000,64f9c99c-db8d-4157-993e-5e317f9bf37b,null,null,null,null,null,null,null,null,null,null,null,null,null,null
dépense,investissement,16 - Emprunts et dettes assimilées,1672,01000,20005270200012,01,301,null,null,FINANCES,3486.55,2021-02-18T15:12:10.446000,64f9c99c-db8d-4157-993e-5e317f9bf37b,null,null,null,null,null,null,null,null,null,null,null,null,null,null
dépense,investissement,16 - Emprunts et dettes assimilées,1641,01000,20005270200012,01,301,null,null,FINANCES,9728.47,2021-02-18T15:12:10.446000,64f9c99c-db8d-4157-993e-5e317f9bf37b,null,null,null,null,null,null,null,null,null,null,null,null,null,null
dépense,investissement,040 - Opérat° ordre transfert entre sections,2315,82200,20005270200012,8220,301,null,null,VOIRIEEV,200000,2021-02-18T15:12:10.446000,64f9c99c-db8d-4157-993e-5e317f9bf37b,null,null,null,null,null,null,null,null,null,null,null,null,null,null
dépense,investissement,040 - Opérat° ordre transfert entre sections,21318,02090,20005270200012,02090,301,null,null,PATRIMOINE,50000,2021-02-18T15:12:10.446000,64f9c99c-db8d-4157-993e-5e317f9bf37b,null,null,null,null,null,null,null,null,null,null,null,null,null,null
dépense,investissement,040 - Opérat° ordre transfert entre sections,2128,82300,20005270200012,8230,301,null,null,VOIRIEEV,50000,2021-02-18T15:12:10.446000,64f9c99c-db8d-4157-993e-5e317f9bf37b,null,null,null,null,null,null,null,null,null,null,null,null,null,null
dépense,investissement,040 - Opérat° ordre transfert entre sections,13932,01000,20005270200012,01,301,null,null,FINANCES,50000,2021-02-18T15:12:10.446000,64f9c99c-db8d-4157-993e-5e317f9bf37b,null,null,null,null,null,null,null,null,null,null,null,null,null,null
dépense,investissement,040 - Opérat° ordre transfert entre sections,13918,01000,20005270200012,01,301,null,null,FINANCES,50000,2021-02-18T15:12:10.446000,64f9c99c-db8d-4157-993e-5e317f9bf37b,null,null,null,null,null,null,null,null,null,null,null,null,null,null
dépense,investissement,040 - Opérat° ordre transfert entre sections,13916,81000,20005270200012,824,301,null,null,FINANCES,3360,2021-02-18T15:12:10.446000,64f9c99c-db8d-4157-993e-5e317f9bf37b,null,null,null,null,null,null,null,null,null,null,null,null,null,null
dépense,investissement,040 - Opérat° ordre transfert entre sections,13916,01000,20005270200012,01,301,null,null,FINANCES,71640,2021-02-18T15:12:10.446000,64f9c99c-db8d-4157-993e-5e317f9bf37b,null,null,null,null,null,null,null,null,null,null,null,null,null,null
dépense,investissement,040 - Opérat° ordre transfert entre sections,13913,83000,20005270200012,8330,301,null,null,FINANCES,3764.6,2021-02-18T15:12:10.446000,64f9c99c-db8d-4157-993e-5e317f9bf37b,null,null,null,null,null,null,null,null,null,null,null,null,null,null
dépense,investissement,040 - Opérat° ordre transfert entre sections,13913,82200,20005270200012,8220,301,null,null,FINANCES,265,2021-02-18T15:12:10.446000,64f9c99c-db8d-4157-993e-5e317f9bf37b,null,null,null,null,null,null,null,null,null,null,null,null,null,null
dépense,investissement,040 - Opérat° ordre transfert entre sections,13913,81000,20005270200012,824,301,null,null,FINANCES,9777.77,2021-02-18T15:12:10.446000,64f9c99c-db8d-4157-993e-5e317f9bf37b,null,null,null,null,null,null,null,null,null,null,null,null,null,null
dépense,investissement,040 - Opérat° ordre transfert entre sections,13913,32200,20005270200012,3221,301,null,null,FINANCES,750,2021-02-18T15:12:10.446000,64f9c99c-db8d-4157-993e-5e317f9bf37b,null,null,null,null,null,null,null,null,null,null,null,null,null,null
dépense,investissement,040 - Opérat° ordre transfert entre sections,13913,01000,20005270200012,01,301,null,null,FINANCES,60442.63,2021-02-18T15:12:10.446000,64f9c99c-db8d-4157-993e-5e317f9bf37b,null,null,null,null,null,null,null,null,null,null,null,null,null,null
dépense,investissement,040 - Opérat° ordre transfert entre sections,13912,83000,20005270200012,8330,301,null,null,FINANCES,3944.24,2021-02-18T15:12:10.446000,64f9c99c-db8d-4157-993e-5e317f9bf37b,null,null,null,null,null,null,null,null,null,null,null,null,null,null
dépense,investissement,040 - Opérat° ordre transfert entre sections,13912,01000,20005270200012,01,301,null,null,FINANCES,46055.76,2021-02-18T15:12:10.446000,64f9c99c-db8d-4157-993e-5e317f9bf37b,null,null,null,null,null,null,null,null,null,null,null,null,null,null
dépense,investissement,040 - Opérat° ordre transfert entre sections,13911,81000,20005270200012,810,301,null,null,FINANCES,1762.39,2021-02-18T15:12:10.446000,64f9c99c-db8d-4157-993e-5e317f9bf37b,null,null,null,null,null,null,null,null,null,null,null,null,null,null
dépense,investissement,040 - Opérat° ordre transfert entre sections,13911,33100,20005270200012,331,301,null,null,FINANCES,1759.06,2021-02-18T15:12:10.446000,64f9c99c-db8d-4157-993e-5e317f9bf37b,null,null,null,null,null,null,null,null,null,null,null,null,null,null
dépense,investissement,040 - Opérat° ordre transfert entre sections,13911,32200,20005270200012,3221,301,null,null,FINANCES,1000,2021-02-18T15:12:10.446000,64f9c99c-db8d-4157-993e-5e317f9bf37b,null,null,null,null,null,null,null,null,null,null,null,null,null,null
dépense,investissement,16 - Emprunts et dettes assimilées,1641,01000,20005270200012,01,301,null,null,FINANCES,395081.75,2021-02-18T15:12:10.446000,64f9c99c-db8d-4157-993e-5e317f9bf37b,null,null,null,null,null,null,null,null,null,null,null,null,null,null
dépense,investissement,16 - Emprunts et dettes assimilées,1641,02000,20005270200012,0200,301,null,null,FINANCES,5749.32,2021-02-18T15:12:10.446000,64f9c99c-db8d-4157-993e-5e317f9bf37b,null,null,null,null,null,null,null,null,null,null,null,null,null,null
dépense,investissement,16 - Emprunts et dettes assimilées,165,01000,20005270200012,01,301,null,null,FINANCES,5000,2021-02-18T15:12:10.446000,64f9c99c-db8d-4157-993e-5e317f9bf37b,null,null,null,null,null,null,null,null,null,null,null,null,null,null
dépense,investissement,16 - Emprunts et dettes assimilées,1641,02010,20005270200012,0201,301,null,null,FINANCES,72483.39,2021-02-18T15:12:10.446000,64f9c99c-db8d-4157-993e-5e317f9bf37b,null,null,null,null,null,null,null,null,null,null,null,null,null,null
dépense,investissement,16 - Emprunts et dettes assimilées,16441,81000,20005270200012,824,301,null,null,FINANCES,45478.31,2021-02-18T15:12:10.446000,64f9c99c-db8d-4157-993e-5e317f9bf37b,null,null,null,null,null,null,null,null,null,null,null,null,null,null
dépense,investissement,16 - Emprunts et dettes assimilées,16441,40000,20005270200012,413,301,null,null,FINANCES,48666.18,2021-02-18T15:12:10.446000,64f9c99c-db8d-4157-993e-5e317f9bf37b,null,null,null,null,null,null,null,null,null,null,null,null,null,null
dépense,investissement,16 - Emprunts et dettes assimilées,16441,02093,20005270200012,020917,301,null,null,FINANCES,26666.67,2021-02-18T15:12:10.446000,64f9c99c-db8d-4157-993e-5e317f9bf37b,null,null,null,null,null,null,null,null,null,null,null,null,null,null
dépense,investissement,16 - Emprunts et dettes assimilées,16441,02091,20005270200012,020917,301,null,null,FINANCES,27586,2021-02-18T15:12:10.446000,64f9c99c-db8d-4157-993e-5e317f9bf37b,null,null,null,null,null,null,null,null,null,null,null,null,null,null
dépense,investissement,16 - Emprunts et dettes assimilées,16441,02091,20005270200012,020912,301,null,null,FINANCES,15846,2021-02-18T15:12:10.446000,64f9c99c-db8d-4157-993e-5e317f9bf37b,null,null,null,null,null,null,null,null,null,null,null,null,null,null
dépense,investissement,16 - Emprunts et dettes assimilées,16441,01000,20005270200012,01,301,null,null,FINANCES,52000,2021-02-18T15:12:10.446000,64f9c99c-db8d-4157-993e-5e317f9bf37b,null,null,null,null,null,null,null,null,null,null,null,null,null,null
dépense,investissement,16 - Emprunts et dettes assimilées,1641,90000,20005270200012,9016,301,null,null,FINANCES,9937.43,2021-02-18T15:12:10.446000,64f9c99c-db8d-4157-993e-5e317f9bf37b,null,null,null,null,null,null,null,null,null,null,null,null,null,null
dépense,investissement,16 - Emprunts et dettes assimilées,1641,90000,20005270200012,900,301,null,null,FINANCES,55286.1,2021-02-18T15:12:10.446000,64f9c99c-db8d-4157-993e-5e317f9bf37b,null,null,null,null,null,null,null,null,null,null,null,null,null,null
dépense,investissement,16 - Emprunts et dettes assimilées,1641,81000,20005270200012,824,301,null,null,FINANCES,84788.64,2021-02-18T15:12:10.446000,64f9c99c-db8d-4157-993e-5e317f9bf37b,null,null,null,null,null,null,null,null,null,null,null,null,null,null
dépense,investissement,16 - Emprunts et dettes assimilées,1641,51100,20005270200012,5110,301,null,null,FINANCES,86003.12,2021-02-18T15:12:10.446000,64f9c99c-db8d-4157-993e-5e317f9bf37b,null,null,null,null,null,null,null,null,null,null,null,null,null,null
dépense,investissement,16 - Emprunts et dettes assimilées,1641,42100,20005270200012,4211,301,null,null,FINANCES,75000,2021-02-18T15:12:10.446000,64f9c99c-db8d-4157-993e-5e317f9bf37b,null,null,null,null,null,null,null,null,null,null,null,null,null,null
dépense,investissement,16 - Emprunts et dettes assimilées,1641,40000,20005270200012,4117,301,null,null,FINANCES,32250,2021-02-18T15:12:10.446000,64f9c99c-db8d-4157-993e-5e317f9bf37b,null,null,null,null,null,null,null,null,null,null,null,null,null,null
dépense,investissement,16 - Emprunts et dettes assimilées,1641,20000,20005270200012,210,301,null,null,FINANCES,106957.33,2021-02-18T15:12:10.446000,64f9c99c-db8d-4157-993e-5e317f9bf37b,null,null,null,null,null,null,null,null,null,null,null,null,null,null
dépense,investissement,16 - Emprunts et dettes assimilées,1641,02096,20005270200012,0209625,301,null,null,FINANCES,6624.96,2021-02-18T15:12:10.446000,64f9c99c-db8d-4157-993e-5e317f9bf37b,null,null,null,null,null,null,null,null,null,null,null,null,null,null
dépense,investissement,16 - Emprunts et dettes assimilées,1641,02080,20005270200012,02080,301,null,null,FINANCES,2381.34,2021-02-18T15:12:10.446000,64f9c99c-db8d-4157-993e-5e317f9bf37b,null,null,null,null,null,null,null,null,null,null,null,null,null,null
dépense,investissement,16 - Emprunts et dettes assimilées,1641,02040,20005270200012,02040,301,null,null,FINANCES,6834.94,2021-02-18T15:12:10.446000,64f9c99c-db8d-4157-993e-5e317f9bf37b,null,null,null,null,null,null,null,null,null,null,null,null,null,null
dépense,investissement,16 - Emprunts et dettes assimilées,1641,02030,20005270200012,0203,301,null,null,FINANCES,26163.5,2021-02-18T15:12:10.446000,64f9c99c-db8d-4157-993e-5e317f9bf37b,null,null,null,null,null,null,null,null,null,null,null,null,null,null
dépense,investissement,21 - Immobilisations corporelles,2128,83000,20005270200012,8330,6-1-2,null,6-1,ENVIRONNEM,12000,2021-02-18T15:12:10.446000,64f9c99c-db8d-4157-993e-5e317f9bf37b,null,null,null,null,null,null,null,null,null,null,null,null,null,null
dépense,investissement,21 - Immobilisations corporelles,2128,83100,20005270200012,8311,3-4-642,null,3-4,VOIRIEEV,10000,2021-02-18T15:12:10.446000,64f9c99c-db8d-4157-993e-5e317f9bf37b,null,null,null,null,null,null,null,null,null,null,null,null,null,null
dépense,investissement,21 - Immobilisations corporelles,2128,83100,20005270200012,8311,3-4-642,null,3-4,VOIRIEEV,7820,2021-02-18T15:12:10.446000,64f9c99c-db8d-4157-993e-5e317f9bf37b,null,null,null,null,null,null,null,null,null,null,null,null,null,null
dépense,investissement,21 - Immobilisations corporelles,21578,30000,20005270200012,3307,9-2-621,null,9-2,SPORTIVE,1000,2021-02-18T15:12:10.446000,64f9c99c-db8d-4157-993e-5e317f9bf37b,null,null,null,null,null,null,null,null,null,null,null,null,null,null
dépense,investissement,21 - Immobilisations corporelles,21571,02061,20005270200012,020611,3-8-172,null,3-8,VOIRIEEV,25000,2021-02-18T15:12:10.446000,64f9c99c-db8d-4157-993e-5e317f9bf37b,null,null,null,null,null,null,null,null,null,null,null,null,null,null
dépense,investissement,21 - Immobilisations corporelles,21571,02061,20005270200012,020611,3-8-172,null,3-8,VOIRIEEV,50000,2021-02-18T15:12:10.446000,64f9c99c-db8d-4157-993e-5e317f9bf37b,null,null,null,null,null,null,null,null,null,null,null,null,null,null
dépense,investissement,21 - Immobilisations corporelles,21538,81700,20005270200012,817,3-5-603,null,3-5,VOIRIEEV,40000,2021-02-18T15:12:10.446000,64f9c99c-db8d-4157-993e-5e317f9bf37b,null,null,null,null,null,null,null,null,null,null,null,null,null,null
dépense,investissement,21 - Immobilisations corporelles,21538,81700,20005270200012,817,3-5-171,null,3-5,VOIRIEEV,420,2021-02-18T15:12:10.446000,64f9c99c-db8d-4157-993e-5e317f9bf37b,null,null,null,null,null,null,null,null,null,null,null,null,null,null
dépense,investissement,21 - Immobilisations corporelles,21538,81700,20005270200012,817,3-5-171,null,3-5,VOIRIEEV,25000,2021-02-18T15:12:10.446000,64f9c99c-db8d-4157-993e-5e317f9bf37b,null,null,null,null,null,null,null,null,null,null,null,null,null,null
dépense,investissement,21 - Immobilisations corporelles,21538,02400,20005270200012,0243,4-8-699,null,4-8,PATRIMOINE,15000,2021-02-18T15:12:10.446000,64f9c99c-db8d-4157-993e-5e317f9bf37b,null,null,null,null,null,null,null,null,null,null,null,null,null,null
dépense,investissement,21 - Immobilisations corporelles,21534,81400,20005270200012,814,3-4-105,null,3-4,VOIRIEEV,20000,2021-02-18T15:12:10.446000,64f9c99c-db8d-4157-993e-5e317f9bf37b,null,null,null,null,null,null,null,null,null,null,null,null,null,null
dépense,investissement,21 - Immobilisations corporelles,21534,81400,20005270200012,814,3-2-130,null,3-2,VOIRIEEV,18100,2021-02-18T15:12:10.446000,64f9c99c-db8d-4157-993e-5e317f9bf37b,null,null,null,null,null,null,null,null,null,null,null,null,null,null
dépense,investissement,21 - Immobilisations corporelles,21532,40000,20005270200012,4120,9-1-608,null,9-1,SPORTIVE,3000,2021-02-18T15:12:10.446000,64f9c99c-db8d-4157-993e-5e317f9bf37b,null,null,null,null,null,null,null,null,null,null,null,null,null,null
dépense,investissement,21 - Immobilisations corporelles,21531,95000,20005270200012,9501,5-6-665,null,5-6,EQUIPEMENT,8800,2021-02-18T15:12:10.446000,64f9c99c-db8d-4157-993e-5e317f9bf37b,null,null,null,null,null,null,null,null,null,null,null,null,null,null
dépense,investissement,21 - Immobilisations corporelles,2138,82300,20005270200012,8230,3-7-647,null,3-7,VOIRIEEV,30900,2021-02-18T15:12:10.446000,64f9c99c-db8d-4157-993e-5e317f9bf37b,null,null,null,null,null,null,null,null,null,null,null,null,null,null
dépense,investissement,21 - Immobilisations corporelles,2138,70000,20005270200012,7114,4-4-683,null,4-4,PATRIMOINE,4100,2021-02-18T15:12:10.446000,64f9c99c-db8d-4157-993e-5e317f9bf37b,null,null,null,null,null,null,null,null,null,null,null,null,null,null
