dataset_id,dataset_slug,dataset_page,resource_id,resource_title,resource_last_modified,organization_or_owner,error_type,resource_found_by,initial_version_name,is_valid_v_1.0.0,is_valid_v_1.0.1,is_valid_v_1.0.2,is_valid_v_1.0.3,is_valid_v_2.0.0,is_valid_one_version,most_recent_valid_version,is_downloaded,is_schema_version_to_update,is_schema_to_add,is_schema_to_drop,resource_schema_update_success,is_empty,schema_name,is_schema_version_updated,is_schema_added,is_schema_dropped
5b5c3f39b595083b56d496c9,localisation-des-points-de-recharge-pour-vehicules-electriques,https://demo.data.gouv.fr/fr/datasets/localisation-des-points-de-recharge-pour-vehicules-electriques/,2375478b-9bd1-48f3-8cb1-432af16cdca9,Export au format Shapefile,2018-07-27T07:18:25,,wrong-file-format,1 - schema request,,False,False,False,False,False,False,,False,False,False,True,True,,etalab/schema-irve,False,False,True
5cac5d5706e3e7736662e16b,localisation-des-infrastructures-de-recharge-pour-vehicules-electriques-irve-sur-la-commune-danglet,https://demo.data.gouv.fr/fr/datasets/localisation-des-infrastructures-de-recharge-pour-vehicules-electriques-irve-sur-la-commune-danglet/,198eaabe-5f9c-4f91-998a-b3c3cb615e52,Export au format CSV,2020-11-23T13:45:51,mairie-danglet,,1 - schema request,,False,False,False,False,False,False,,False,False,False,True,True,,etalab/schema-irve,False,False,True
5cac5d5706e3e7736662e16b,localisation-des-infrastructures-de-recharge-pour-vehicules-electriques-irve-sur-la-commune-danglet,https://demo.data.gouv.fr/fr/datasets/localisation-des-infrastructures-de-recharge-pour-vehicules-electriques-irve-sur-la-commune-danglet/,745564d3-8e34-41a6-b632-d0f70128f6d2,Export au format GeoJSON,2020-11-23T13:45:51,,wrong-file-format,1 - schema request,,False,False,False,False,False,False,,False,False,False,True,True,,etalab/schema-irve,False,False,True
5cac5d5706e3e7736662e16b,localisation-des-infrastructures-de-recharge-pour-vehicules-electriques-irve-sur-la-commune-danglet,https://demo.data.gouv.fr/fr/datasets/localisation-des-infrastructures-de-recharge-pour-vehicules-electriques-irve-sur-la-commune-danglet/,1c45a105-dbfd-49f1-8cd5-e4452c8eaf3b,Export au format Shapefile,2020-11-23T13:45:51,,wrong-file-format,1 - schema request,,False,False,False,False,False,False,,False,False,False,True,True,,etalab/schema-irve,False,False,True
5ce5492c06e3e763d762522a,bornes-de-recharge-pour-vehicules-electriques-en-provence-alpes-cote-dazur,https://demo.data.gouv.fr/fr/datasets/bornes-de-recharge-pour-vehicules-electriques-en-provence-alpes-cote-dazur/,ac385518-c013-49f3-9f19-c28547d81d12,IRVE-Region SUD 27072020.xls,2020-07-27T00:00:00,,wrong-file-format,1 - schema request,,False,False,False,False,False,False,,False,False,False,True,True,,etalab/schema-irve,False,False,True
60701e0f9c08ccc271da05bc,borne-recharge-hotel-ibis-styles-bourges,https://demo.data.gouv.fr/fr/datasets/borne-recharge-hotel-ibis-styles-bourges/,c0196b59-8fa5-457f-bc53-f31d69bcbfdd,hotel-ibis-styles-data.gouv.csv,2021-04-09T11:28:10.849000,enerstock,,1 - schema request,,False,False,False,False,False,False,,False,False,False,True,True,,etalab/schema-irve,False,False,True
5ce5492c06e3e763d762522a,bornes-de-recharge-pour-vehicules-electriques-en-provence-alpes-cote-dazur,https://demo.data.gouv.fr/fr/datasets/bornes-de-recharge-pour-vehicules-electriques-en-provence-alpes-cote-dazur/,7b33cfe5-534e-478c-b2a1-bd3dd0e38132,IRVE-REGIONSUD-010402019.csv,2019-05-09T00:00:00,region-provence-alpes-cote-dazur,,1 - schema request,,False,False,False,False,False,False,,False,False,False,True,True,,etalab/schema-irve,False,False,True
5ce5492c06e3e763d762522a,bornes-de-recharge-pour-vehicules-electriques-en-provence-alpes-cote-dazur,https://demo.data.gouv.fr/fr/datasets/bornes-de-recharge-pour-vehicules-electriques-en-provence-alpes-cote-dazur/,e86ae03b-069c-4961-a65b-52b8a6788d1c,IRVE-REGIONSUD-V09022018-V6,2019-05-09T00:00:00,region-provence-alpes-cote-dazur,,1 - schema request,,False,False,False,False,False,False,,False,False,False,True,True,,etalab/schema-irve,False,False,True
56421093c751df1cf5aad370,bornes-de-recharge-e-car18,https://demo.data.gouv.fr/fr/datasets/bornes-de-recharge-e-car18/,91f1869b-6cf2-4dad-a6fb-badca775362b,irve-sde18-20200604.xlsx,2020-06-04T15:32:31.736000,,wrong-file-format,1 - schema request,,False,False,False,False,False,False,,False,False,False,True,True,,etalab/schema-irve,False,False,True
56421093c751df1cf5aad370,bornes-de-recharge-e-car18,https://demo.data.gouv.fr/fr/datasets/bornes-de-recharge-e-car18/,ef0f3505-b7a5-416e-aa70-2a24a835933e,irve-sde18-20200604.csv,2020-06-04T15:32:09.473000,syndicat-departemental-denergie-du-cher,,1 - schema request,,False,False,False,False,False,False,,False,False,False,True,True,,etalab/schema-irve,False,False,True
5f041911c456250917e7ff76,infrastructures-de-recharge-pour-vehicules-electriques-reseau-mobive,https://demo.data.gouv.fr/fr/datasets/infrastructures-de-recharge-pour-vehicules-electriques-reseau-mobive/,7216f0e3-c362-4c7b-9619-517e8797b1bf,mobive-20210315.csv,2021-03-15T08:34:38.100000,izivia,,1 - schema request,,False,False,False,False,False,False,,False,False,False,True,True,,etalab/schema-irve,False,False,True
5afaf33888ee387844d7bdf5,infrastructures-de-recharge-pour-vehicules-electriques-irve-1,https://demo.data.gouv.fr/fr/datasets/infrastructures-de-recharge-pour-vehicules-electriques-irve-1/,540cbce0-47a6-4c74-b884-37663bbf9576,irve-wiiizcapg-20200331.csv,2020-06-23T11:07:37.328000,communaute-dagglomeration-du-pays-de-grasse,,1 - schema request,,True,True,True,True,False,True,1.0.3,True,True,False,False,True,False,etalab/schema-irve,True,False,False
542a78a488ee382b8d22e2dd,infrastructures-de-recharge-pour-vehicules-electriques,https://demo.data.gouv.fr/fr/datasets/infrastructures-de-recharge-pour-vehicules-electriques/,7f3cb6f0-58b8-4819-969b-0cdeae7dba80,Bornes de recharge CNR au 02/11/2020,2020-11-02T11:50:36.684000,cnr,,1 - schema request,,False,False,False,False,False,False,,False,False,False,True,True,,etalab/schema-irve,False,False,True
542a78a488ee382b8d22e2dd,infrastructures-de-recharge-pour-vehicules-electriques,https://demo.data.gouv.fr/fr/datasets/infrastructures-de-recharge-pour-vehicules-electriques/,1840fe3c-1f3b-458d-80e5-7a76e306210e,irve-cnr-202101.csv,2021-01-25T08:18:03.477000,cnr,,1 - schema request,,False,False,False,False,False,False,,False,False,False,True,True,,etalab/schema-irve,False,False,True
56124ddc88ee384b89a80559,reseau-alterbase-irve,https://demo.data.gouv.fr/fr/datasets/reseau-alterbase-irve/,65a7294c-1f96-4c3e-a5d7-069b0ca970d4,Réseau AlterBase,2017-02-13T16:45:55.601000,david-baufreton,,1 - schema request,,False,False,False,False,False,False,,False,False,False,True,True,,etalab/schema-irve,False,False,True
56124ddc88ee384b89a80559,reseau-alterbase-irve,https://demo.data.gouv.fr/fr/datasets/reseau-alterbase-irve/,a7490137-3db6-4e5c-a39d-edb340379e4d,Réseau AlterBase MAJ-2017-11,2017-11-23T08:52:11.290000,david-baufreton,,1 - schema request,,False,False,False,False,False,False,,False,False,False,True,True,,etalab/schema-irve,False,False,True
56124ddc88ee384b89a80559,reseau-alterbase-irve,https://demo.data.gouv.fr/fr/datasets/reseau-alterbase-irve/,1fe9c3b2-62c8-461e-9e63-88c4b3fe59c4,Reseau AlterBase-MAJ-2019-04,2019-04-16T15:21:10.863000,david-baufreton,,1 - schema request,,False,False,False,False,False,False,,False,False,False,True,True,,etalab/schema-irve,False,False,True
56124ddc88ee384b89a80559,reseau-alterbase-irve,https://demo.data.gouv.fr/fr/datasets/reseau-alterbase-irve/,14a46b42-8e0e-48ae-bf5d-0de742fc1cee,irve-reseaualterbase-2020-01-14-version-corrigee.csv.csv,2020-01-14T13:30:20.780000,david-baufreton,,1 - schema request,,False,False,False,False,False,False,,False,False,False,True,True,,etalab/schema-irve,False,False,True
542a78a488ee382b8d22e2dd,infrastructures-de-recharge-pour-vehicules-electriques,https://demo.data.gouv.fr/fr/datasets/infrastructures-de-recharge-pour-vehicules-electriques/,e018eec1-b3ed-49ec-a945-cdd1c4b2ae4b,Bornes de recharge CNR - Move in Pure,2018-04-20T15:22:57.151000,cnr,,1 - schema request,,False,False,False,False,False,False,,False,False,False,True,True,,etalab/schema-irve,False,False,True
5c7d1efe634f415b62c6e827,irve-territoire-denergie-90-territoire-de-belfort,https://demo.data.gouv.fr/fr/datasets/irve-territoire-denergie-90-territoire-de-belfort/,5585604e-0ee9-406b-9998-2b7e7a57f291,irve-te90-20200302.csv,2020-03-02T15:29:30.113000,guillaume-faltot,,1 - schema request,,False,False,False,False,False,False,,False,False,False,True,True,,etalab/schema-irve,False,False,True
5cac5d5706e3e7736662e16b,localisation-des-infrastructures-de-recharge-pour-vehicules-electriques-irve-sur-la-commune-danglet,https://demo.data.gouv.fr/fr/datasets/localisation-des-infrastructures-de-recharge-pour-vehicules-electriques-irve-sur-la-commune-danglet/,a5ed1089-d4fd-4d33-bbfb-d9168420bc9c,Export au format JSON,2020-11-23T13:45:51,,wrong-file-format,1 - schema request,,False,False,False,False,False,False,,False,False,False,True,True,,etalab/schema-irve,False,False,True
5b0e65a5c751df0a66fceb21,borne-de-recharge,https://demo.data.gouv.fr/fr/datasets/borne-de-recharge/,fc85a64c-8097-41c8-ab82-e91df3b3a3c9,data-vague-2.csv,2019-08-22T11:36:45.198000,syndicat-mixte-orge-yvette-sur-seine,,1 - schema request,,False,False,False,False,False,False,,False,False,False,True,True,,etalab/schema-irve,False,False,True
6061fdfa42bbad0fe1b4e01a,bornes-de-recharge-irve-du-reseau-virta,https://demo.data.gouv.fr/fr/datasets/bornes-de-recharge-irve-du-reseau-virta/,08e51550-b380-4ec6-8362-eac7c4cfab8d,irve-virta-20210329.csv,2021-03-29T18:20:52.459000,cedric-moret,,1 - schema request,,False,False,False,False,False,False,,False,False,False,True,True,,etalab/schema-irve,False,False,True
6061fdfa42bbad0fe1b4e01a,bornes-de-recharge-irve-du-reseau-virta,https://demo.data.gouv.fr/fr/datasets/bornes-de-recharge-irve-du-reseau-virta/,b6260fae-b136-489d-a8db-85f55bf4edca,irve-virta-20210430.csv,2021-04-30T18:27:41.408000,cedric-moret,,1 - schema request,,False,False,False,False,False,False,,False,False,False,True,True,,etalab/schema-irve,False,False,True
605df739e1f8825c6f14cbee,electro-mobility-3,https://demo.data.gouv.fr/fr/datasets/electro-mobility-3/,e7c7211a-097d-4654-aa63-8faea54e9620,etalab-schema-irve-spi-fermetures.csv,2021-03-26T16:23:47.044000,electro-mobility,,1 - schema request,,False,False,False,False,False,False,,False,False,False,True,True,,etalab/schema-irve,False,False,True
60673bd708c080501a148993,pullman-toulouse,https://demo.data.gouv.fr/fr/datasets/pullman-toulouse/,ac843faf-3be1-4d43-b69f-4e9f2caa8a66,pullmantoulouse-irve-stations.csv,2021-05-07T10:22:56.218000,zephyre,,1 - schema request,,False,False,False,False,False,False,,False,False,False,True,True,,etalab/schema-irve,False,False,True
608b2baeda588096b4778e25,reseau-de-bornes-de-recharge-mobilygreen,https://demo.data.gouv.fr/fr/datasets/reseau-de-bornes-de-recharge-mobilygreen/,76fdb0c1-1d8c-4a43-a709-eb7eeb1d674e,mobilygreen_2021_04_29,2021-04-29T23:59:03.854000,mobilygreen,,1 - schema request,,False,False,False,True,False,True,1.0.3,True,True,False,False,True,False,etalab/schema-irve,True,False,False
608b2baeda588096b4778e25,reseau-de-bornes-de-recharge-mobilygreen,https://demo.data.gouv.fr/fr/datasets/reseau-de-bornes-de-recharge-mobilygreen/,c8d32a3e-d3ec-490e-904f-e48c9aa3eaa1,mobilygreen-2021-05-17.csv,2021-05-17T15:20:25.638000,mobilygreen,,1 - schema request,,False,False,False,False,False,False,,False,False,False,True,True,,etalab/schema-irve,False,False,True
60702123f6ba4585374f65ae,borne-recharge-novotel-bourges,https://demo.data.gouv.fr/fr/datasets/borne-recharge-novotel-bourges/,59fc69d9-25df-43fc-adb4-8de966640478,novotel-data.gouv.csv,2021-04-09T11:41:02.746000,enerstock,,1 - schema request,,False,False,False,False,False,False,,False,False,False,True,True,,etalab/schema-irve,False,False,True
606579c88b20cc0e6f9a5c49,airria-1,https://demo.data.gouv.fr/fr/datasets/airria-1/,a7171c9f-eb3b-4b96-9709-993522810144,airria-irve-stations.csv,2021-05-06T18:40:32.707000,zephyre,,1 - schema request,,False,False,False,False,False,False,,False,False,False,True,True,,etalab/schema-irve,False,False,True
6098df8d35e92886bc009239,electro-mobility-7,https://demo.data.gouv.fr/fr/datasets/electro-mobility-7/,a091124b-4c6a-4a72-8e00-908b00fb5ad9,etalab-schema-irve-modele-eep-marie-aux.csv,2021-05-10T11:21:21.767000,electro-mobility,,1 - schema request,,False,False,False,False,False,False,,False,False,False,True,True,,etalab/schema-irve,False,False,True
60a2682179374f5e0372a97b,electro-mobility-8,https://demo.data.gouv.fr/fr/datasets/electro-mobility-8/,85d4e170-dd22-4592-bc0e-870e9ec9835b,etalab-schema-irve-domaine-lanzac.csv,2021-05-17T15:15:04.396000,electro-mobility,,1 - schema request,,False,False,False,False,False,False,,False,False,False,True,True,,etalab/schema-irve,False,False,True
609bfea3a8b57517a6b73f39,bornes-de-recharge-pour-ve-du-reseau-power-dot-france-1,https://demo.data.gouv.fr/fr/datasets/bornes-de-recharge-pour-ve-du-reseau-power-dot-france-1/,d9bf5afb-20c6-4f82-9662-ab8c7c913460,irve-power-dot-france-20210512.csv,2021-05-12T18:37:31.833000,power-dot-france,,1 - schema request,,False,False,False,False,False,False,,False,False,False,True,True,,etalab/schema-irve,False,False,True
6082de6e612ead86ac77c0ef,station-versailles-evbox,https://demo.data.gouv.fr/fr/datasets/station-versailles-evbox/,dc169a54-d977-4ff2-a90e-6a581c43745d,fichierdata.gouvirve-portevertevirgule.csv,2021-04-23T17:22:29.808000,hagenum,,1 - schema request,,True,True,True,True,False,True,1.0.3,True,True,False,False,True,False,etalab/schema-irve,True,False,False
6025412b9f0d0a06cc986414,premier-export-irve-zeborne-mobility-services-fev2021,https://demo.data.gouv.fr/fr/datasets/premier-export-irve-zeborne-mobility-services-fev2021/,0e6f14af-b7e3-4d10-89d1-f53c49220746,export-irve-data-gouv-v1-11fev21.csv,2021-02-11T15:40:05.815000,eric-leclere,,1 - schema request,,False,False,False,False,False,False,,False,False,False,True,True,,etalab/schema-irve,False,False,True
5b0e65a5c751df0a66fceb21,borne-de-recharge,https://demo.data.gouv.fr/fr/datasets/borne-de-recharge/,a451797d-dac5-4d1c-9de1-a56c56a75073,DATA Vague 1,2018-05-30T12:10:56.770000,,wrong-file-format,1 - schema request,,False,False,False,False,False,False,,False,False,False,True,True,,etalab/schema-irve,False,False,True
6098df8d35e92886bc009239,electro-mobility-7,https://demo.data.gouv.fr/fr/datasets/electro-mobility-7/,9d7c683f-fe5f-4432-890b-163499558415,etalab-schema-irve-solutys-technologies-copie.csv,2021-05-10T09:24:13.503000,electro-mobility,,1 - schema request,,False,False,False,False,False,False,,False,False,False,True,True,,etalab/schema-irve,False,False,True
6094f5c064b71217c81a7ecf,garage-saint-aubin,https://demo.data.gouv.fr/fr/datasets/garage-saint-aubin/,2eb7e110-1c8b-4a0c-8a20-563f56dedd67,garagesaintaubin-irve-stations.xlsx,2021-05-07T10:09:46.832000,,wrong-file-format,1 - schema request,,False,False,False,False,False,False,,False,False,False,True,True,,etalab/schema-irve,False,False,True
6070209f7adedfb467ae893b,borne-recharge-hotel-ibis-prado-bourges,https://demo.data.gouv.fr/fr/datasets/borne-recharge-hotel-ibis-prado-bourges/,53e4f3e0-06e4-41e6-bc08-0dc51c2f3aad,hotel-ibis-prado-data.gouv.csv,2021-04-09T11:39:02.155000,enerstock,,1 - schema request,,False,False,False,False,False,False,,False,False,False,True,True,,etalab/schema-irve,False,False,True
5c6ac9ef8b4c417972773bb4,bornes-de-recharge-electrique-parking-mairie-1,https://demo.data.gouv.fr/fr/datasets/bornes-de-recharge-electrique-parking-mairie-1/,69312c82-94f9-4d81-9a32-8fc50deff010,irve-structure.csv,2019-03-19T08:06:41.327000,commune-deguisheim,,1 - schema request,,False,False,False,False,False,False,,False,False,False,True,True,,etalab/schema-irve,False,False,True
5b597823c751df57045198a4,stations-de-recharge-ionity,https://demo.data.gouv.fr/fr/datasets/stations-de-recharge-ionity/,696b4a10-6181-4dcc-b096-c0c824362091,irve-ionity-20210430-datagouv.csv,2021-04-30T16:41:37.100000,ionity-gmbh,,1 - schema request,,False,False,False,False,False,False,,False,False,False,True,True,,etalab/schema-irve,False,False,True
5a0ea7ef88ee385a32bf6539,bornes-de-recharge-de-la-communaute-dagglomeration-du-boulonnais,https://demo.data.gouv.fr/fr/datasets/bornes-de-recharge-de-la-communaute-dagglomeration-du-boulonnais/,1bf801fa-43c0-448e-949a-0a91ac15d11c,gps-irve.csv,2021-02-02T15:37:03.339000,communaute-dagglomeration-du-boulonnais,,1 - schema request,,False,False,False,False,False,False,,False,False,False,True,True,,etalab/schema-irve,False,False,True
601d660f2be2c8896f86e18d,bornes-irve-metropole-rouen-normandie,https://demo.data.gouv.fr/fr/datasets/bornes-irve-metropole-rouen-normandie/,fb43da22-1351-4847-82b8-e5349ac43c3b,Bornes IRVE Métropole Rouen Normandie,2021-02-05T16:40:37.732000,,wrong-file-format,1 - schema request,,False,False,False,False,False,False,,False,False,False,True,True,,etalab/schema-irve,False,False,True
608696019fc020b37aebc419,electro-mob,https://demo.data.gouv.fr/fr/datasets/electro-mob/,14d0124b-3975-4a25-8ae1-3b878b502f47,etalab-schema-irve-aures-technologies.csv,2021-04-26T12:29:45.492000,electro-mobility,,1 - schema request,,False,False,False,False,False,False,,False,False,False,True,True,,etalab/schema-irve,False,False,True
5b45b48a88ee387e40bca90f,e-charge50,https://demo.data.gouv.fr/fr/datasets/e-charge50/,a22f7243-998a-4e8d-8322-b428040a4223,irve-sdem50-20210512.csv,2021-05-12T16:34:18.838000,e-charge50,,1 - schema request,,False,False,False,False,False,False,,False,False,False,True,True,,etalab/schema-irve,False,False,True
5b597823c751df57045198a4,stations-de-recharge-ionity,https://demo.data.gouv.fr/fr/datasets/stations-de-recharge-ionity/,125a6bdc-4bd0-44de-a6d7-b4e2cfc5f76d,irve-ionity-20210430-datagouv.xlsx,2021-04-30T16:42:45.209000,,wrong-file-format,1 - schema request,,False,False,False,False,False,False,,False,False,False,True,True,,etalab/schema-irve,False,False,True
6037c6984ef92fe94d8dc33c,borne-recharge-e-leclerc-montauban-enerstock,https://demo.data.gouv.fr/fr/datasets/borne-recharge-e-leclerc-montauban-enerstock/,a2e7aedf-e35d-4316-a1dc-cfd2c4ff8553,tableau-data.gouv.csv,2021-02-25T16:48:45.521000,enerstock,,1 - schema request,,False,False,False,False,False,False,,False,False,False,True,True,,etalab/schema-irve,False,False,True
60770ea7cf621e339904bd22,borne-de-recharge-de-la-sas-sabo,https://demo.data.gouv.fr/fr/datasets/borne-de-recharge-de-la-sas-sabo/,89b0280c-0f35-4003-82e1-da53e5a07a21,SAS-Sabo.CVS,2021-05-17T16:25:54.809000,2ems,,1 - schema request,,False,False,False,False,True,True,2.0.0,True,True,False,False,True,False,etalab/schema-irve,True,False,False
60673aefdb0bf77ded1c4478,mercure-annemasse,https://demo.data.gouv.fr/fr/datasets/mercure-annemasse/,79b460c3-0b73-4f0a-8f00-57fc5d40e06a,mercureannemasse-irve-stations.csv,2021-05-05T17:16:45.139000,zephyre,,1 - schema request,,False,False,False,False,False,False,,False,False,False,True,True,,etalab/schema-irve,False,False,True
60a3944dcfd5c832b2b47bc4,borne-de-recharge-1,https://demo.data.gouv.fr/fr/datasets/borne-de-recharge-1/,5b5d3450-bdef-4fe5-a6d2-970dd48a774e,BBJ.csv,2021-05-18T12:17:50.514000,voltania,,1 - schema request,,False,False,False,False,True,True,2.0.0,True,True,False,False,True,False,etalab/schema-irve,True,False,False
60a3944dcfd5c832b2b47bc4,borne-de-recharge-1,https://demo.data.gouv.fr/fr/datasets/borne-de-recharge-1/,f965b78c-ed73-4ed8-a082-68cd94ceeaae,Leclerc Mimizan.csv,2021-05-18T15:00:07.581000,voltania,,1 - schema request,,False,False,False,False,True,True,2.0.0,True,True,False,False,True,False,etalab/schema-irve,True,False,False
60a3944dcfd5c832b2b47bc4,borne-de-recharge-1,https://demo.data.gouv.fr/fr/datasets/borne-de-recharge-1/,ec86b8c6-80f3-46b8-af7b-c329d2300567,Leclerc Express Labouheyre.csv,2021-05-18T16:50:06.523000,voltania,,1 - schema request,,False,False,False,False,True,True,2.0.0,True,True,False,False,True,False,etalab/schema-irve,True,False,False
60701b12a5ca6f2bad732d3e,borne-recharge-hotel-de-la-gare-bourges,https://demo.data.gouv.fr/fr/datasets/borne-recharge-hotel-de-la-gare-bourges/,957b6ddc-681e-477d-8e9a-779d731ccd6b,hotel-gare-data.gouv.csv,2021-04-09T11:16:40.985000,enerstock,,1 - schema request,,False,False,False,False,False,False,,False,False,False,True,True,,etalab/schema-irve,False,False,True
59e46600c751df083eb3b001,infrastructures-de-recharge-pour-vehicules-electriques-reveo-1,https://demo.data.gouv.fr/fr/datasets/infrastructures-de-recharge-pour-vehicules-electriques-reveo-1/,8d5e8e1a-e46a-4118-b7a2-da99593f8edf,irve-reveo-20210409.csv,2021-04-09T18:40:52.313000,alexandre-court-2,,1 - schema request,,False,False,False,False,False,False,,False,False,False,True,True,,etalab/schema-irve,False,False,True
