BGT_NATDEC,BGT_ANNEE,BGT_SIRET,BGT_NOM,BGT_CONTNAT,BGT_CONTNAT_LABEL,BGT_NATURE,BGT_NATURE_LABEL,BGT_FONCTION,BGT_FONCTION_LABEL,BGT_OPERATION,BGT_SECTION,BGT_OPBUDG,BGT_CODRD,BGT_MTREAL,BGT_MTBUDGPREC,BGT_MTRARPREC,BGT_MTPROPNOUV,BGT_MTPREV,BGT_CREDOUV,BGT_MTRAR3112,BGT_ARTSPE,last_modified,datagouv_resource_id,BGT_COUT,BGT_OP_INVEST,BGT_OP_CPT_TIERS,BGT_OP_PLURI
null,null,20005270200012,VOIRIEEV,21534,null,null,21 - Immobilisations corporelles,81400,null,null,investissement,null,dépense,20000,null,null,null,null,null,null,null,2021-02-18T15:12:10.446000,64f9c99c-db8d-4157-993e-5e317f9bf37b,814,3-4-105,null,3-4
null,null,20005270200012,VOIRIEEV,21534,null,null,21 - Immobilisations corporelles,81400,null,null,investissement,null,dépense,18100,null,null,null,null,null,null,null,2021-02-18T15:12:10.446000,64f9c99c-db8d-4157-993e-5e317f9bf37b,814,3-2-130,null,3-2
null,null,20005270200012,SPORTIVE,21532,null,null,21 - Immobilisations corporelles,40000,null,null,investissement,null,dépense,3000,null,null,null,null,null,null,null,2021-02-18T15:12:10.446000,64f9c99c-db8d-4157-993e-5e317f9bf37b,4120,9-1-608,null,9-1
null,null,20005270200012,EQUIPEMENT,21531,null,null,21 - Immobilisations corporelles,95000,null,null,investissement,null,dépense,8800,null,null,null,null,null,null,null,2021-02-18T15:12:10.446000,64f9c99c-db8d-4157-993e-5e317f9bf37b,9501,5-6-665,null,5-6
null,null,20005270200012,VOIRIEEV,2138,null,null,21 - Immobilisations corporelles,82300,null,null,investissement,null,dépense,30900,null,null,null,null,null,null,null,2021-02-18T15:12:10.446000,64f9c99c-db8d-4157-993e-5e317f9bf37b,8230,3-7-647,null,3-7
null,null,20005270200012,PATRIMOINE,2138,null,null,21 - Immobilisations corporelles,70000,null,null,investissement,null,dépense,4100,null,null,null,null,null,null,null,2021-02-18T15:12:10.446000,64f9c99c-db8d-4157-993e-5e317f9bf37b,7114,4-4-683,null,4-4
null,null,20005270200012,PATRIMOINE,2138,null,null,21 - Immobilisations corporelles,70000,null,null,investissement,null,dépense,4300,null,null,null,null,null,null,null,2021-02-18T15:12:10.446000,64f9c99c-db8d-4157-993e-5e317f9bf37b,71124,4-4-670,null,4-4
null,null,20005270200012,PATRIMOINE,2138,null,null,21 - Immobilisations corporelles,70000,null,null,investissement,null,dépense,1500,null,null,null,null,null,null,null,2021-02-18T15:12:10.446000,64f9c99c-db8d-4157-993e-5e317f9bf37b,71121,4-4-673,null,4-4
null,null,20005270200012,ENFANCE,2135,null,null,21 - Immobilisations corporelles,64100,null,null,investissement,null,dépense,30000,null,null,null,null,null,null,null,2021-02-18T15:12:10.446000,64f9c99c-db8d-4157-993e-5e317f9bf37b,6411,2-1-44,null,2-1
null,null,20005270200012,EQUIPEMENT,2135,null,null,21 - Immobilisations corporelles,40000,null,null,investissement,null,dépense,10000,null,null,null,null,null,null,null,2021-02-18T15:12:10.446000,64f9c99c-db8d-4157-993e-5e317f9bf37b,413,5-5-664,null,5-5
null,null,20005270200012,TOURISME,2135,null,null,21 - Immobilisations corporelles,32100,null,null,investissement,null,dépense,191000,null,null,null,null,null,null,null,2021-02-18T15:12:10.446000,64f9c99c-db8d-4157-993e-5e317f9bf37b,3211,5-2-37,null,5-2
null,null,20005270200012,SPORTIVE,21578,null,null,21 - Immobilisations corporelles,30000,null,null,investissement,null,dépense,4500,null,null,null,null,null,null,null,2021-02-18T15:12:10.446000,64f9c99c-db8d-4157-993e-5e317f9bf37b,3307,9-2-621,null,9-2
null,null,20005270200012,EQUIPEMENT,2158,null,null,21 - Immobilisations corporelles,02010,null,null,investissement,null,dépense,2000,null,null,null,null,null,null,null,2021-02-18T15:12:10.446000,64f9c99c-db8d-4157-993e-5e317f9bf37b,0201,5-4-663,null,5-4
null,null,20005270200012,TOURISME,2135,null,null,21 - Immobilisations corporelles,02070,null,null,investissement,null,dépense,9300,null,null,null,null,null,null,null,2021-02-18T15:12:10.446000,64f9c99c-db8d-4157-993e-5e317f9bf37b,02070,5-2-661,null,5-2
null,null,20005270200012,PATRIMOINE,2158,null,null,21 - Immobilisations corporelles,02060,null,null,investissement,null,dépense,6100,null,null,null,null,null,null,null,2021-02-18T15:12:10.446000,64f9c99c-db8d-4157-993e-5e317f9bf37b,02060,4-8-698,null,4-8
null,null,20005270200012,EQUIPEMENT,2184,null,null,21 - Immobilisations corporelles,02091,null,null,investissement,null,dépense,1000,null,null,null,null,null,null,null,2021-02-18T15:12:10.446000,64f9c99c-db8d-4157-993e-5e317f9bf37b,020912,5-8-667,null,5-8
null,null,20005270200012,EQUIPEMENT,2184,null,null,21 - Immobilisations corporelles,02010,null,null,investissement,null,dépense,4000,null,null,null,null,null,null,null,2021-02-18T15:12:10.446000,64f9c99c-db8d-4157-993e-5e317f9bf37b,0201,5-4-663,null,5-4
null,null,20005270200012,FINANCES,2184,null,null,21 - Immobilisations corporelles,02000,null,null,investissement,null,dépense,9000,null,null,null,null,null,null,null,2021-02-18T15:12:10.446000,64f9c99c-db8d-4157-993e-5e317f9bf37b,0200,11-1-191,null,11-1
null,null,20005270200012,PROXIMITE,2183,null,null,21 - Immobilisations corporelles,02011,null,null,investissement,null,dépense,6000,null,null,null,null,null,null,null,2021-02-18T15:12:10.446000,64f9c99c-db8d-4157-993e-5e317f9bf37b,02010,12-2-639,null,12-2
null,null,20005270200012,FINANCES,2183,null,null,21 - Immobilisations corporelles,02000,null,null,investissement,null,dépense,16800,null,null,null,null,null,null,null,2021-02-18T15:12:10.446000,64f9c99c-db8d-4157-993e-5e317f9bf37b,0200,11-2-628,null,11-2
null,null,20005270200012,FINANCES,2183,null,null,21 - Immobilisations corporelles,02000,null,null,investissement,null,dépense,6500,null,null,null,null,null,null,null,2021-02-18T15:12:10.446000,64f9c99c-db8d-4157-993e-5e317f9bf37b,0200,11-2-627,null,11-2
null,null,20005270200012,FINANCES,2183,null,null,21 - Immobilisations corporelles,02000,null,null,investissement,null,dépense,27330,null,null,null,null,null,null,null,2021-02-18T15:12:10.446000,64f9c99c-db8d-4157-993e-5e317f9bf37b,0200,11-2-627,null,11-2
null,null,20005270200012,FINANCES,2183,null,null,21 - Immobilisations corporelles,02000,null,null,investissement,null,dépense,1500,null,null,null,null,null,null,null,2021-02-18T15:12:10.446000,64f9c99c-db8d-4157-993e-5e317f9bf37b,0200,11-2-226,null,11-2
null,null,20005270200012,VOIRIEEV,2182,null,null,21 - Immobilisations corporelles,02061,null,null,investissement,null,dépense,11500,null,null,null,null,null,null,null,2021-02-18T15:12:10.446000,64f9c99c-db8d-4157-993e-5e317f9bf37b,020610,3-8-620,null,3-8
null,null,20005270200012,TOURISME,2161,null,null,21 - Immobilisations corporelles,33100,null,null,investissement,null,dépense,5000,null,null,null,null,null,null,null,2021-02-18T15:12:10.446000,64f9c99c-db8d-4157-993e-5e317f9bf37b,333,5-3-164,null,5-3
null,null,20005270200012,TOURISME,2161,null,null,21 - Immobilisations corporelles,33100,null,null,investissement,null,dépense,10000,null,null,null,null,null,null,null,2021-02-18T15:12:10.446000,64f9c99c-db8d-4157-993e-5e317f9bf37b,332,5-3-164,null,5-3
null,null,20005270200012,CULTURE,2161,null,null,21 - Immobilisations corporelles,32200,null,null,investissement,null,dépense,2000,null,null,null,null,null,null,null,2021-02-18T15:12:10.446000,64f9c99c-db8d-4157-993e-5e317f9bf37b,3221,5-3-164,null,5-3
null,null,20005270200012,VOIRIEEV,2158,null,null,21 - Immobilisations corporelles,82300,null,null,investissement,null,dépense,20500,null,null,null,null,null,null,null,2021-02-18T15:12:10.446000,64f9c99c-db8d-4157-993e-5e317f9bf37b,8230,3-8-626,null,3-8
null,null,20005270200012,VOIRIEEV,2158,null,null,21 - Immobilisations corporelles,82300,null,null,investissement,null,dépense,3600,null,null,null,null,null,null,null,2021-02-18T15:12:10.446000,64f9c99c-db8d-4157-993e-5e317f9bf37b,8230,3-7-647,null,3-7
null,null,20005270200012,VOIRIEEV,2158,null,null,21 - Immobilisations corporelles,02061,null,null,investissement,null,dépense,19500,null,null,null,null,null,null,null,2021-02-18T15:12:10.446000,64f9c99c-db8d-4157-993e-5e317f9bf37b,0206112,3-8-640,null,3-8
null,null,20005270200012,VOIRIEEV,2158,null,null,21 - Immobilisations corporelles,02061,null,null,investissement,null,dépense,2700,null,null,null,null,null,null,null,2021-02-18T15:12:10.446000,64f9c99c-db8d-4157-993e-5e317f9bf37b,0206112,3-8-626,null,3-8
null,null,20005270200012,PATRIMOINE,2158,null,null,21 - Immobilisations corporelles,02060,null,null,investissement,null,dépense,6000,null,null,null,null,null,null,null,2021-02-18T15:12:10.446000,64f9c99c-db8d-4157-993e-5e317f9bf37b,02060,4-9-672,null,4-9
null,null,20005270200012,PATRIMOINE,2135,null,null,21 - Immobilisations corporelles,02093,null,null,investissement,null,dépense,300000,null,null,null,null,null,null,null,2021-02-18T15:12:10.446000,64f9c99c-db8d-4157-993e-5e317f9bf37b,020917,4-5-686,null,4-5
null,null,20005270200012,ECONOMIE,2132,null,null,21 - Immobilisations corporelles,90000,null,null,investissement,null,dépense,10000,null,null,null,null,null,null,null,2021-02-18T15:12:10.446000,64f9c99c-db8d-4157-993e-5e317f9bf37b,904,7-1-217,null,7-1
null,null,20005270200012,EQUIPEMENT,2128,null,null,21 - Immobilisations corporelles,95000,null,null,investissement,null,dépense,10000,null,null,null,null,null,null,null,2021-02-18T15:12:10.446000,64f9c99c-db8d-4157-993e-5e317f9bf37b,9501,5-6-665,null,5-6
null,null,20005270200012,PATRIMOINE,21318,null,null,21 - Immobilisations corporelles,02090,null,null,investissement,null,dépense,1500,null,null,null,null,null,null,null,2021-02-18T15:12:10.446000,64f9c99c-db8d-4157-993e-5e317f9bf37b,02090,4-4-676,null,4-4
null,null,20005270200012,TOURISME,21318,null,null,21 - Immobilisations corporelles,02050,null,null,investissement,null,dépense,74500,null,null,null,null,null,null,null,2021-02-18T15:12:10.446000,64f9c99c-db8d-4157-993e-5e317f9bf37b,0205,5-1-660,null,5-1
null,null,20005270200012,TOURISME,21318,null,null,21 - Immobilisations corporelles,02050,null,null,investissement,null,dépense,35000,null,null,null,null,null,null,null,2021-02-18T15:12:10.446000,64f9c99c-db8d-4157-993e-5e317f9bf37b,0205,5-1-660,null,5-1
null,null,20005270200012,PATRIMOINE,21318,null,null,21 - Immobilisations corporelles,02040,null,null,investissement,null,dépense,3000,null,null,null,null,null,null,null,2021-02-18T15:12:10.446000,64f9c99c-db8d-4157-993e-5e317f9bf37b,02040,4-1-607,null,4-1
null,null,20005270200012,PATRIMOINE,21318,null,null,21 - Immobilisations corporelles,02040,null,null,investissement,null,dépense,100000,null,null,null,null,null,null,null,2021-02-18T15:12:10.446000,64f9c99c-db8d-4157-993e-5e317f9bf37b,02040,4-1-212,null,4-1
null,null,20005270200012,PATRIMOINE,21318,null,null,21 - Immobilisations corporelles,02040,null,null,investissement,null,dépense,300000,null,null,null,null,null,null,null,2021-02-18T15:12:10.446000,64f9c99c-db8d-4157-993e-5e317f9bf37b,02040,4-1-211,null,4-1
null,null,20005270200012,VOIRIEEV,21316,null,null,21 - Immobilisations corporelles,02600,null,null,investissement,null,dépense,600,null,null,null,null,null,null,null,2021-02-18T15:12:10.446000,64f9c99c-db8d-4157-993e-5e317f9bf37b,0261,3-6-646,null,3-6
null,null,20005270200012,VOIRIEEV,21316,null,null,21 - Immobilisations corporelles,02600,null,null,investissement,null,dépense,4000,null,null,null,null,null,null,null,2021-02-18T15:12:10.446000,64f9c99c-db8d-4157-993e-5e317f9bf37b,0261,3-6-644,null,3-6
null,null,20005270200012,VOIRIEEV,21316,null,null,21 - Immobilisations corporelles,02600,null,null,investissement,null,dépense,5500,null,null,null,null,null,null,null,2021-02-18T15:12:10.446000,64f9c99c-db8d-4157-993e-5e317f9bf37b,0261,3-6-203,null,3-6
null,null,20005270200012,VOIRIEEV,21316,null,null,21 - Immobilisations corporelles,02600,null,null,investissement,null,dépense,20000,null,null,null,null,null,null,null,2021-02-18T15:12:10.446000,64f9c99c-db8d-4157-993e-5e317f9bf37b,0261,3-6-145,null,3-6
null,null,20005270200012,ENFANCE,21312,null,null,21 - Immobilisations corporelles,21000,null,null,investissement,null,dépense,24000,null,null,null,null,null,null,null,2021-02-18T15:12:10.446000,64f9c99c-db8d-4157-993e-5e317f9bf37b,210,2-2-9,null,2-2
null,null,20005270200012,ENFANCE,21312,null,null,21 - Immobilisations corporelles,21000,null,null,investissement,null,dépense,8000,null,null,null,null,null,null,null,2021-02-18T15:12:10.446000,64f9c99c-db8d-4157-993e-5e317f9bf37b,210,2-2-9,null,2-2
null,null,20005270200012,ENFANCE,21312,null,null,21 - Immobilisations corporelles,21000,null,null,investissement,null,dépense,21600,null,null,null,null,null,null,null,2021-02-18T15:12:10.446000,64f9c99c-db8d-4157-993e-5e317f9bf37b,210,2-2-631,null,2-2
null,null,20005270200012,PATRIMOINE,21311,null,null,21 - Immobilisations corporelles,02080,null,null,investissement,null,dépense,10000,null,null,null,null,null,null,null,2021-02-18T15:12:10.446000,64f9c99c-db8d-4157-993e-5e317f9bf37b,02080,4-4-682,null,4-4
null,null,20005270200012,PATRIMOINE,21311,null,null,21 - Immobilisations corporelles,02080,null,null,investissement,null,dépense,6000,null,null,null,null,null,null,null,2021-02-18T15:12:10.446000,64f9c99c-db8d-4157-993e-5e317f9bf37b,02080,4-4-677,null,4-4
null,null,20005270200012,PATRIMOINE,21311,null,null,21 - Immobilisations corporelles,02080,null,null,investissement,null,dépense,4600,null,null,null,null,null,null,null,2021-02-18T15:12:10.446000,64f9c99c-db8d-4157-993e-5e317f9bf37b,02080,4-4-675,null,4-4
null,null,20005270200012,PATRIMOINE,21311,null,null,21 - Immobilisations corporelles,02080,null,null,investissement,null,dépense,3000,null,null,null,null,null,null,null,2021-02-18T15:12:10.446000,64f9c99c-db8d-4157-993e-5e317f9bf37b,02080,4-4-674,null,4-4
null,null,20005270200012,PATRIMOINE,21311,null,null,21 - Immobilisations corporelles,02080,null,null,investissement,null,dépense,25000,null,null,null,null,null,null,null,2021-02-18T15:12:10.446000,64f9c99c-db8d-4157-993e-5e317f9bf37b,02080,4-4-669,null,4-4
null,null,20005270200012,PATRIMOINE,21318,null,null,21 - Immobilisations corporelles,02090,null,null,investissement,null,dépense,15000,null,null,null,null,null,null,null,2021-02-18T15:12:10.446000,64f9c99c-db8d-4157-993e-5e317f9bf37b,02090,4-4-671,null,4-4
null,null,20005270200012,PATRIMOINE,21318,null,null,21 - Immobilisations corporelles,02090,null,null,investissement,null,dépense,5000,null,null,null,null,null,null,null,2021-02-18T15:12:10.446000,64f9c99c-db8d-4157-993e-5e317f9bf37b,02090,4-4-678,null,4-4
null,null,20005270200012,ECONOMIE,2132,null,null,21 - Immobilisations corporelles,90000,null,null,investissement,null,dépense,27000,null,null,null,null,null,null,null,2021-02-18T15:12:10.446000,64f9c99c-db8d-4157-993e-5e317f9bf37b,9018,7-1-117,null,7-1
null,null,20005270200012,PATRIMOINE,21318,null,null,21 - Immobilisations corporelles,02090,null,null,investissement,null,dépense,15000,null,null,null,null,null,null,null,2021-02-18T15:12:10.446000,64f9c99c-db8d-4157-993e-5e317f9bf37b,02090,4-4-685,null,4-4
null,null,20005270200012,ECONOMIE,2132,null,null,21 - Immobilisations corporelles,90000,null,null,investissement,null,dépense,20500,null,null,null,null,null,null,null,2021-02-18T15:12:10.446000,64f9c99c-db8d-4157-993e-5e317f9bf37b,9017,7-1-91,null,7-1
null,null,20005270200012,EQUIPEMENT,21318,null,null,21 - Immobilisations corporelles,95000,null,null,investissement,null,dépense,3400,null,null,null,null,null,null,null,2021-02-18T15:12:10.446000,64f9c99c-db8d-4157-993e-5e317f9bf37b,9501,5-6-665,null,5-6
null,null,20005270200012,EQUIPEMENT,21318,null,null,21 - Immobilisations corporelles,95000,null,null,investissement,null,dépense,650,null,null,null,null,null,null,null,2021-02-18T15:12:10.446000,64f9c99c-db8d-4157-993e-5e317f9bf37b,9501,5-6-665,null,5-6
null,null,20005270200012,SPORTIVE,21318,null,null,21 - Immobilisations corporelles,40000,null,null,investissement,null,dépense,10400,null,null,null,null,null,null,null,2021-02-18T15:12:10.446000,64f9c99c-db8d-4157-993e-5e317f9bf37b,4140,9-1-653,null,9-1
null,null,20005270200012,SPORTIVE,21318,null,null,21 - Immobilisations corporelles,40000,null,null,investissement,null,dépense,6000,null,null,null,null,null,null,null,2021-02-18T15:12:10.446000,64f9c99c-db8d-4157-993e-5e317f9bf37b,4115,9-1-652,null,9-1
null,null,20005270200012,SPORTIVE,21318,null,null,21 - Immobilisations corporelles,40000,null,null,investissement,null,dépense,700,null,null,null,null,null,null,null,2021-02-18T15:12:10.446000,64f9c99c-db8d-4157-993e-5e317f9bf37b,4112,9-1-651,null,9-1
null,null,20005270200012,TOURISME,21318,null,null,21 - Immobilisations corporelles,33100,null,null,investissement,null,dépense,626000,null,null,null,null,null,null,null,2021-02-18T15:12:10.446000,64f9c99c-db8d-4157-993e-5e317f9bf37b,331,5-1-180,null,5-1
null,null,20005270200012,PATRIMOINE,21318,null,null,21 - Immobilisations corporelles,33100,null,null,investissement,null,dépense,3600,null,null,null,null,null,null,null,2021-02-18T15:12:10.446000,64f9c99c-db8d-4157-993e-5e317f9bf37b,330,4-2-614,null,4-2
null,null,20005270200012,PATRIMOINE,21318,null,null,21 - Immobilisations corporelles,12000,null,null,investissement,null,dépense,6000,null,null,null,null,null,null,null,2021-02-18T15:12:10.446000,64f9c99c-db8d-4157-993e-5e317f9bf37b,120,4-3-606,null,4-3
null,null,20005270200012,PATRIMOINE,21318,null,null,21 - Immobilisations corporelles,03100,null,null,investissement,null,dépense,411000,null,null,null,null,null,null,null,2021-02-18T15:12:10.446000,64f9c99c-db8d-4157-993e-5e317f9bf37b,031,4-2-215,null,4-2
null,null,20005270200012,PATRIMOINE,21318,null,null,21 - Immobilisations corporelles,02096,null,null,investissement,null,dépense,1500,null,null,null,null,null,null,null,2021-02-18T15:12:10.446000,64f9c99c-db8d-4157-993e-5e317f9bf37b,020967,4-7-692,null,4-7
null,null,20005270200012,PATRIMOINE,21318,null,null,21 - Immobilisations corporelles,02096,null,null,investissement,null,dépense,9000,null,null,null,null,null,null,null,2021-02-18T15:12:10.446000,64f9c99c-db8d-4157-993e-5e317f9bf37b,020965,4-7-690,null,4-7
null,null,20005270200012,PATRIMOINE,21318,null,null,21 - Immobilisations corporelles,02096,null,null,investissement,null,dépense,18600,null,null,null,null,null,null,null,2021-02-18T15:12:10.446000,64f9c99c-db8d-4157-993e-5e317f9bf37b,020965,4-7-690,null,4-7
null,null,20005270200012,PATRIMOINE,21318,null,null,21 - Immobilisations corporelles,02096,null,null,investissement,null,dépense,5000,null,null,null,null,null,null,null,2021-02-18T15:12:10.446000,64f9c99c-db8d-4157-993e-5e317f9bf37b,020963,4-7-693,null,4-7
null,null,20005270200012,PATRIMOINE,21318,null,null,21 - Immobilisations corporelles,02096,null,null,investissement,null,dépense,57400,null,null,null,null,null,null,null,2021-02-18T15:12:10.446000,64f9c99c-db8d-4157-993e-5e317f9bf37b,0209621,4-7-696,null,4-7
null,null,20005270200012,PATRIMOINE,21318,null,null,21 - Immobilisations corporelles,02096,null,null,investissement,null,dépense,5000,null,null,null,null,null,null,null,2021-02-18T15:12:10.446000,64f9c99c-db8d-4157-993e-5e317f9bf37b,0209618,4-7-695,null,4-7
null,null,20005270200012,PATRIMOINE,21318,null,null,21 - Immobilisations corporelles,02096,null,null,investissement,null,dépense,975000,null,null,null,null,null,null,null,2021-02-18T15:12:10.446000,64f9c99c-db8d-4157-993e-5e317f9bf37b,0209614,4-7-688,null,4-7
null,null,20005270200012,ENVIRONNEM,4582,null,null,4582 - Opérations sous mandat,81000,null,null,investissement,null,recette,30000,null,null,null,null,null,null,null,2021-02-18T15:12:10.446000,64f9c99c-db8d-4157-993e-5e317f9bf37b,824,null,01,null
