nom_amenageur,siren_amenageur,contact_amenageur,nom_operateur,contact_operateur,telephone_operateur,nom_enseigne,id_station_itinerance,id_station_local,nom_station,implantation_station,adresse_station,code_insee_commune,coordonneesXY,nbre_pdc,id_pdc_itinerance,id_pdc_local,puissance_nominale,prise_type_ef,prise_type_2,prise_type_combo_ccs,prise_type_chademo,prise_type_autre,gratuit,paiement_acte,paiement_cb,paiement_autre,tarification,condition_acces,reservation,horaires,accessibilite_pmr,restriction_gabarit,station_deux_roues,raccordement,num_pdl,date_mise_en_service,observations,date_maj,last_modified,datagouv_dataset_id,datagouv_resource_id,datagouv_organization_or_owner
S.A.R.L Céline,349586859,hotel.orchidees@wanadoo.fr,EVBOX,service@ev-box.com,+31887755450,Hötel Orchidées S.A.R.L Céline,FREVBP1926010,,Hôtel Orchidées,Parking privé à usage public,Hôtel Orchidées Rue Robert Schumann 55100 Verdun,55545,"[5.42,49.17]",4,FREVBP1926010,,22,true,true,false,false,false,false,false,false,true,,Accès libre,false,24/7,Accessible mais non réservé PMR,aucune,false,Indirect,30000520394690,2021-09-23,,2021-10-05,2021-10-05T15:39:12.491000,615c55806e28b8106e36c68c,18eeb752-6cde-4121-be34-cb38b5b8cfbc,yann-gouriou
DEBELEC,507500775,damien.defossez@groupe-comelec.com,SGA Industries,contact@sga-industries.com,0232103853,Réseau de recharge DEBELEC,FRSGAP1M2023,,M2023,Parking privé à usage public,2682 Boulevard François Xavier Fafeur 11000 Carcassonne,11069,"[43.212574, 2.298185]",3,FRSGAE1M202301,,22,false,true,false,false,false,false,false,false,true,,Accès libre,false,Mo-Fr 08:30-16:30,Accessible mais non réservé PMR,Aucune restriction,false,Indirect,00000000000000,2021-10-04,Recharge uniquement disponible pendant les horaires d'ouvertures de la société,2021-10-04,2021-10-04T14:24:13.404000,615af25b29390d8a8b8b4bf4,e9aaeafc-88ee-4879-912a-f022d658541f,debelec
DEBELEC,507500775,damien.defossez@groupe-comelec.com,SGA Industries,contact@sga-industries.com,0232103853,Réseau de recharge DEBELEC,FRSGAP1M2023,,M2023,Parking privé à usage public,2682 Boulevard François Xavier Fafeur 11000 Carcassonne,11069,"[43.212574, 2.298185]",3,FRSGAE1M202302,,22,false,true,false,false,false,false,false,false,true,,Accès libre,false,Mo-Fr 08:30-16:30,Accessible mais non réservé PMR,Aucune restriction,false,Indirect,00000000000000,2021-10-04,Recharge uniquement disponible pendant les horaires d'ouvertures de la société,2021-10-04,2021-10-04T14:24:13.404000,615af25b29390d8a8b8b4bf4,e9aaeafc-88ee-4879-912a-f022d658541f,debelec
DEBELEC,507500775,damien.defossez@groupe-comelec.com,SGA Industries,contact@sga-industries.com,0232103853,Réseau de recharge DEBELEC,FRSGAP1M2023,,M2023,Parking privé à usage public,2682 Boulevard François Xavier Fafeur 11000 Carcassonne,11069,"[43.212574, 2.298185]",3,FRSGAE1M202303,,1.7,true,false,false,false,false,false,false,false,true,,Accès libre,false,Mo-Fr 08:30-16:30,Accessible mais non réservé PMR,Aucune restriction,false,Indirect,00000000000000,2021-10-04,Recharge uniquement disponible pendant les horaires d'ouvertures de la société,2021-10-04,2021-10-04T14:24:13.404000,615af25b29390d8a8b8b4bf4,e9aaeafc-88ee-4879-912a-f022d658541f,debelec
DEBELEC,507500775,damien.defossez@groupe-comelec.com,SGA Industries,contact@sga-industries.com,0232103853,Réseau de recharge DEBELEC,FRSGAP1M2024,,M2024,Parking privé à usage public,2682 Boulevard François Xavier Fafeur 11000 Carcassonne,11069,"[43.212574, 2.298185]",3,FRSGAE1M202401,,22,false,true,false,false,false,false,false,false,true,,Accès libre,false,Mo-Fr 08:30-16:30,Accessible mais non réservé PMR,Aucune restriction,false,Indirect,00000000000000,2021-10-04,Recharge uniquement disponible pendant les horaires d'ouvertures de la société,2021-10-04,2021-10-04T14:24:13.404000,615af25b29390d8a8b8b4bf4,e9aaeafc-88ee-4879-912a-f022d658541f,debelec
DEBELEC,507500775,damien.defossez@groupe-comelec.com,SGA Industries,contact@sga-industries.com,0232103853,Réseau de recharge DEBELEC,FRSGAP1M2024,,M2024,Parking privé à usage public,2682 Boulevard François Xavier Fafeur 11000 Carcassonne,11069,"[43.212574, 2.298185]",3,FRSGAE1M202402,,22,false,true,false,false,false,false,false,false,true,,Accès libre,false,Mo-Fr 08:30-16:30,Accessible mais non réservé PMR,Aucune restriction,false,Indirect,00000000000000,2021-10-04,Recharge uniquement disponible pendant les horaires d'ouvertures de la société,2021-10-04,2021-10-04T14:24:13.404000,615af25b29390d8a8b8b4bf4,e9aaeafc-88ee-4879-912a-f022d658541f,debelec
DEBELEC,507500775,damien.defossez@groupe-comelec.com,SGA Industries,contact@sga-industries.com,0232103853,Réseau de recharge DEBELEC,FRSGAP1M2024,,M2024,Parking privé à usage public,2682 Boulevard François Xavier Fafeur 11000 Carcassonne,11069,"[43.212574, 2.298185]",3,FRSGAE1M202403,,1.7,true,false,false,false,false,false,false,false,true,,Accès libre,false,Mo-Fr 08:30-16:30,Accessible mais non réservé PMR,Aucune restriction,false,Indirect,00000000000000,2021-10-04,Recharge uniquement disponible pendant les horaires d'ouvertures de la société,2021-10-04,2021-10-04T14:24:13.404000,615af25b29390d8a8b8b4bf4,e9aaeafc-88ee-4879-912a-f022d658541f,debelec
DEBELEC,507500775,damien.defossez@groupe-comelec.com,SGA Industries,contact@sga-industries.com,0232103853,Réseau de recharge DEBELEC,FRSGAP1M2025,,M2025,Parking privé à usage public,2682 Boulevard François Xavier Fafeur 11000 Carcassonne,11069,"[43.212574, 2.298185]",3,FRSGAE1M202501,,22,false,true,false,false,false,false,false,false,true,,Accès libre,false,Mo-Fr 08:30-16:30,Accessible mais non réservé PMR,Aucune restriction,false,Indirect,00000000000000,2021-10-04,Recharge uniquement disponible pendant les horaires d'ouvertures de la société,2021-10-04,2021-10-04T14:24:13.404000,615af25b29390d8a8b8b4bf4,e9aaeafc-88ee-4879-912a-f022d658541f,debelec
DEBELEC,507500775,damien.defossez@groupe-comelec.com,SGA Industries,contact@sga-industries.com,0232103853,Réseau de recharge DEBELEC,FRSGAP1M2025,,M2025,Parking privé à usage public,2682 Boulevard François Xavier Fafeur 11000 Carcassonne,11069,"[43.212574, 2.298185]",3,FRSGAE1M202502,,22,false,true,false,false,false,false,false,false,true,,Accès libre,false,Mo-Fr 08:30-16:30,Accessible mais non réservé PMR,Aucune restriction,false,Indirect,00000000000000,2021-10-04,Recharge uniquement disponible pendant les horaires d'ouvertures de la société,2021-10-04,2021-10-04T14:24:13.404000,615af25b29390d8a8b8b4bf4,e9aaeafc-88ee-4879-912a-f022d658541f,debelec
DEBELEC,507500775,damien.defossez@groupe-comelec.com,SGA Industries,contact@sga-industries.com,0232103853,Réseau de recharge DEBELEC,FRSGAP1M2025,,M2025,Parking privé à usage public,2682 Boulevard François Xavier Fafeur 11000 Carcassonne,11069,"[43.212574, 2.298185]",3,FRSGAE1M202503,,1.7,true,false,false,false,false,false,false,false,true,,Accès libre,false,Mo-Fr 08:30-16:30,Accessible mais non réservé PMR,Aucune restriction,false,Indirect,00000000000000,2021-10-04,Recharge uniquement disponible pendant les horaires d'ouvertures de la société,2021-10-04,2021-10-04T14:24:13.404000,615af25b29390d8a8b8b4bf4,e9aaeafc-88ee-4879-912a-f022d658541f,debelec
